# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 169K of event 'cycles'
# Event count (approx.): 86623323184
#
# Overhead  Command     Shared Object                             Symbol                                       
# ........  ..........  ........................................  .............................................
#
     0.00%  python3.10  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.00%  python3.10  [kernel.kallsyms]     [k] get_futex_key
     0.00%  python3.10  python3.10            [.] 0x0000000000121751
     0.00%  python3.10  python3.10            [.] 0x000000000028e084
     0.00%  python3.10  python3.10            [.] _PyDict_DelItem_KnownHash
     0.00%  python3.10  python3.10            [.] 0x0000000000294254
     0.00%  python3.10  python3.10            [.] 0x000000000015efaa
     0.00%  python3.10  python3.10            [.] 0x000000000011e890
     0.00%  python3.10  python3.10            [.] 0x0000000000133a7c
     0.00%  python3.10  python3.10            [.] 0x0000000000137bdf
     0.00%  python3.10  python3.10            [.] 0x00000000001598d3
     0.00%  python3.10  python3.10            [.] 0x000000000015e07e
     0.00%  python3.10  python3.10            [.] 0x000000000017959e
     0.00%  python3.10  python3.10            [.] 0x000000000018d06a
     0.00%  python3.10  python3.10            [.] 0x000000000018d555
     0.00%  python3.10  python3.10            [.] 0x000000000018d5e0
     0.00%  python3.10  python3.10            [.] 0x000000000018d66e
     0.00%  python3.10  python3.10            [.] 0x000000000013fd0a
     0.00%  python3.10  libc.so.6             [.] 0x0000000000199ee5
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0994
     0.00%  python3.10  python3.10            [.] 0x0000000000188eee
     0.00%  python3.10  python3.10            [.] _PyUnicode_FromId
     0.00%  python3.10  python3.10            [.] 0x0000000000137b95
     0.00%  python3.10  [kernel.kallsyms]     [k] newidle_balance
     0.00%  python3.10  python3.10            [.] 0x00000000002cfec0
     0.00%  python3.10  python3.10            [.] 0x000000000015f004
     0.00%  python3.10  python3.10            [.] PyDict_GetItemWithError
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_do_batch
     0.00%  python3.10  python3.10            [.] 0x00000000001795fa
     0.00%  python3.10  python3.10            [.] PyUnicode_Format
     0.00%  python3.10  [kernel.kallsyms]     [k] memcpy_erms
     0.00%  python3.10  [kernel.kallsyms]     [k] error_entry
     0.00%  python3.10  python3.10            [.] 0x000000000011ea06
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_output_end
     0.00%  python3.10  [kernel.kallsyms]     [k] therm_throt_process
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_active
     0.00%  python3.10  python3.10            [.] 0x0000000000235421
     0.00%  python3.10  python3.10            [.] 0x0000000000129e97
     0.00%  python3.10  python3.10            [.] 0x000000000012d22e
     0.00%  python3.10  python3.10            [.] 0x000000000012d229
     0.00%  python3.10  python3.10            [.] 0x0000000000243814
     0.00%  python3.10  python3.10            [.] 0x000000000020bf52
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  [kernel.kallsyms]     [k] xfd_validate_state
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     0.00%  python3.10  python3.10            [.] 0x000000000011b394
     0.00%  python3.10  python3.10            [.] 0x00000000001770ba
     0.00%  python3.10  python3.10            [.] 0x0000000000138921
     0.00%  python3.10  python3.10            [.] 0x000000000018929c
     0.00%  python3.10  [kernel.kallsyms]     [k] put_cpu_partial
     0.00%  python3.10  python3.10            [.] 0x0000000000172abc
     0.00%  python3.10  python3.10            [.] 0x00000000001732da
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_iterate_sb
     0.00%  python3.10  python3.10            [.] 0x00000000001598f9
     0.00%  python3.10  python3.10            [.] 0x000000000015f007
     0.00%  python3.10  python3.10            [.] 0x00000000001795ae
     0.00%  python3.10  python3.10            [.] 0x000000000018c010
     0.00%  python3.10  python3.10            [.] 0x000000000018c055
     0.00%  python3.10  python3.10            [.] 0x000000000018d06d
     0.00%  python3.10  python3.10            [.] 0x000000000018d0c3
     0.00%  python3.10  python3.10            [.] 0x000000000018d165
     0.00%  python3.10  [kernel.kallsyms]     [k] delayed_put_pid
     0.00%  python3.10  python3.10            [.] 0x00000000001743b1
     0.00%  python3.10  [kernel.kallsyms]     [k] account_kernel_stack.isra.0
     0.00%  python3.10  python3.10            [.] 0x000000000018d077
     0.00%  python3.10  python3.10            [.] 0x000000000029500c
     0.00%  python3.10  python3.10            [.] 0x000000000015efe1
     0.00%  python3.10  python3.10            [.] 0x000000000012d1e1
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_sighand
     0.00%  python3.10  python3.10            [.] 0x0000000000128da6
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0999
     0.00%  python3.10  python3.10            [.] 0x00000000001732c6
     0.00%  python3.10  python3.10            [.] 0x000000000013fd0e
     0.00%  python3.10  [kernel.kallsyms]     [k] alloc_perf_context
     0.00%  python3.10  python3.10            [.] 0x000000000017c3ef
     0.00%  python3.10  python3.10            [.] 0x0000000000188d4e
     0.00%  python3.10  python3.10            [.] 0x00000000002774db
     0.00%  python3.10  python3.10            [.] 0x0000000000127f54
     0.00%  python3.10  python3.10            [.] 0x0000000000178690
     0.00%  python3.10  python3.10            [.] 0x000000000018d237
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0975
     0.00%  python3.10  python3.10            [.] 0x0000000000295394
     0.00%  python3.10  python3.10            [.] 0x000000000020bee1
     0.00%  python3.10  python3.10            [.] 0x000000000018d5b6
     0.00%  python3.10  python3.10            [.] 0x000000000018d060
     0.00%  python3.10  python3.10            [.] 0x000000000018d0f2
     0.00%  python3.10  python3.10            [.] 0x000000000012e6e6
     0.00%  python3.10  python3.10            [.] 0x0000000000152369
     0.00%  python3.10  python3.10            [.] 0x0000000000137b7b
     0.00%  python3.10  libc.so.6             [.] __strstr_sse2_unaligned
     0.00%  python3.10  python3.10            [.] 0x0000000000177090
     0.00%  python3.10  python3.10            [.] 0x0000000000188dd3
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_group_attach
     0.00%  python3.10  python3.10            [.] 0x000000000027747b
     0.00%  python3.10  python3.10            [.] 0x0000000000188eb2
     0.00%  python3.10  python3.10            [.] 0x0000000000206a23
     0.00%  python3.10  python3.10            [.] 0x000000000012d0c8
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_output_copy
     0.00%  python3.10  python3.10            [.] 0x00000000002b6a1c
     0.00%  python3.10  python3.10            [.] 0x0000000000188da5
     0.00%  python3.10  python3.10            [.] 0x0000000000188d97
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_filter_match
     0.00%  python3.10  python3.10            [.] 0x00000000002773d5
     0.00%  python3.10  python3.10            [.] 0x000000000012d1ff
     0.00%  python3.10  [kernel.kallsyms]     [k] account_event
     0.00%  python3.10  [kernel.kallsyms]     [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_qs
     0.00%  python3.10  [kernel.kallsyms]     [k] get_timespec64
     0.00%  python3.10  python3.10            [.] 0x00000000002774c6
     0.00%  python3.10  python3.10            [.] 0x000000000015b15c
     0.00%  python3.10  python3.10            [.] 0x0000000000137ac9
     0.00%  python3.10  python3.10            [.] 0x0000000000151d80
     0.00%  python3.10  python3.10            [.] 0x0000000000129d25
     0.00%  python3.10  python3.10            [.] 0x000000000011ea0c
     0.00%  python3.10  python3.10            [.] 0x00000000001d48d5
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.00%  python3.10  python3.10            [.] 0x00000000002773e6
     0.00%  python3.10  [kernel.kallsyms]     [k] __memcg_kmem_charge_page
     0.00%  python3.10  python3.10            [.] 0x00000000002cfed2
     0.00%  python3.10  [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.00%  python3.10  python3.10            [.] 0x00000000001d48dd
     0.00%  python3.10  python3.10            [.] 0x0000000000070990
     0.00%  python3.10  python3.10            [.] 0x000000000030e3b0
     0.00%  python3.10  python3.10            [.] 0x000000000018c470
     0.00%  python3.10  python3.10            [.] PyNumber_AsSsize_t
     0.00%  python3.10  python3.10            [.] 0x0000000000127ea0
     0.00%  python3.10  python3.10            [.] 0x000000000012b175
     0.00%  python3.10  python3.10            [.] 0x000000000016434f
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_task
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a1100
     0.00%  python3.10  python3.10            [.] 0x000000000012260c
     0.00%  python3.10  python3.10            [.] 0x0000000000129e1e
     0.00%  python3.10  python3.10            [.] 0x0000000000169ae7
     0.00%  python3.10  python3.10            [.] 0x0000000000188ff0
     0.00%  python3.10  python3.10            [.] 0x000000000018d151
     0.00%  python3.10  python3.10            [.] 0x000000000018d534
     0.00%  python3.10  python3.10            [.] 0x0000000000293e7e
     0.00%  python3.10  python3.10            [.] 0x000000000029426d
     0.00%  python3.10  python3.10            [.] 0x0000000000122a88
     0.00%  python3.10  libcrypto.so.3        [.] OPENSSL_cleanse
     0.00%  python3.10  python3.10            [.] 0x000000000029498b
     0.00%  python3.10  python3.10            [.] 0x000000000015ff70
     0.00%  python3.10  libc.so.6             [.] 0x0000000000199ce4
     0.00%  python3.10  python3.10            [.] 0x000000000012cff3
     0.00%  python3.10  python3.10            [.] 0x0000000000206753
     0.00%  python3.10  python3.10            [.] 0x00000000001d93fe
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a1120
     0.00%  python3.10  python3.10            [.] 0x000000000012b320
     0.00%  python3.10  python3.10            [.] 0x000000000012d7b5
     0.00%  python3.10  python3.10            [.] 0x0000000000177098
     0.00%  python3.10  python3.10            [.] 0x0000000000174fb5
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000303a80
     0.00%  python3.10  python3.10            [.] 0x000000000011b3b2
     0.00%  python3.10  python3.10            [.] 0x000000000015b525
     0.00%  python3.10  python3.10            [.] 0x000000000017c386
     0.00%  python3.10  python3.10            [.] 0x000000000017961a
     0.00%  python3.10  python3.10            [.] 0x0000000000177140
     0.00%  python3.10  python3.10            [.] 0x0000000000206970
     0.00%  python3.10  python3.10            [.] 0x0000000000293e15
     0.00%  python3.10  python3.10            [.] 0x0000000000293f1c
     0.00%  python3.10  libcrypto.so.3        [.] EVP_MD_CTX_reset
     0.00%  python3.10  python3.10            [.] 0x0000000000241480
     0.00%  python3.10  python3.10            [.] 0x0000000000277477
     0.00%  python3.10  [kernel.kallsyms]     [k] page_remove_rmap
     0.00%  python3.10  python3.10            [.] 0x0000000000164ef3
     0.00%  python3.10  python3.10            [.] 0x00000000002942ff
     0.00%  python3.10  python3.10            [.] 0x0000000000122916
     0.00%  python3.10  python3.10            [.] 0x000000000015b1fd
     0.00%  python3.10  python3.10            [.] 0x000000000015c5d0
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d584
     0.00%  python3.10  python3.10            [.] 0x0000000000151e66
     0.00%  python3.10  libc.so.6             [.] 0x0000000000199ce8
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_header__init_id
     0.00%  python3.10  [kernel.kallsyms]     [k] attach_entity_cfs_rq
     0.00%  python3.10  [kernel.kallsyms]     [k] get_obj_cgroup_from_current
     0.00%  python3.10  [kernel.kallsyms]     [k] sigprocmask
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d960
     0.00%  python3.10  python3.10            [.] PyEval_SaveThread
     0.00%  python3.10  python3.10            [.] 0x0000000000129e3b
     0.00%  python3.10  python3.10            [.] 0x000000000012d819
     0.00%  python3.10  python3.10            [.] 0x000000000012e6e4
     0.00%  python3.10  python3.10            [.] 0x0000000000131365
     0.00%  python3.10  python3.10            [.] 0x000000000015d120
     0.00%  python3.10  python3.10            [.] 0x0000000000164403
     0.00%  python3.10  python3.10            [.] 0x000000000018928c
     0.00%  python3.10  python3.10            [.] 0x000000000018d169
     0.00%  python3.10  python3.10            [.] 0x0000000000206988
     0.00%  python3.10  python3.10            [.] 0x0000000000206b9b
     0.00%  python3.10  python3.10            [.] 0x0000000000294ecb
     0.00%  python3.10  python3.10            [.] 0x0000000000293ebe
     0.00%  python3.10  python3.10            [.] 0x00000000002b69db
     0.00%  python3.10  python3.10            [.] 0x0000000000294f24
     0.00%  python3.10  [kernel.kallsyms]     [k] get_task_pid
     0.00%  python3.10  [kernel.kallsyms]     [k] insert_vmap_area.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] task_clock_event_init
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0a75
     0.00%  python3.10  python3.10            [.] PyArg_UnpackTuple
     0.00%  python3.10  python3.10            [.] PyThread_allocate_lock
     0.00%  python3.10  python3.10            [.] PyThread_release_lock
     0.00%  python3.10  python3.10            [.] 0x000000000012d53d
     0.00%  python3.10  python3.10            [.] 0x000000000018d0e4
     0.00%  python3.10  python3.10            [.] 0x0000000000294252
     0.00%  python3.10  python3.10            [.] 0x0000000000295074
     0.00%  python3.10  python3.10            [.] 0x000000000018d5d8
     0.00%  python3.10  python3.10            [.] 0x0000000000159a46
     0.00%  python3.10  python3.10            [.] 0x0000000000198e59
     0.00%  python3.10  python3.10            [.] 0x00000000001228da
     0.00%  python3.10  python3.10            [.] 0x00000000002cece9
     0.00%  python3.10  python3.10            [.] 0x00000000001643c5
     0.00%  python3.10  python3.10            [.] 0x00000000002068d6
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event__header_size
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock
     0.00%  python3.10  python3.10            [.] PyArg_ParseTupleAndKeywords
     0.00%  python3.10  python3.10            [.] 0x0000000000129cc6
     0.00%  python3.10  [kernel.kallsyms]     [k] cpumask_next
     0.00%  python3.10  python3.10            [.] 0x000000000006f380
     0.00%  python3.10  python3.10            [.] 0x000000000011e92e
     0.00%  python3.10  [kernel.kallsyms]     [k] allocate_fake_cpuc
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_lock_task_context
     0.00%  python3.10  python3.10            [.] PyObject_GetItem
     0.00%  python3.10  python3.10            [.] 0x0000000000129e35
     0.00%  python3.10  python3.10            [.] 0x00000000001630b9
     0.00%  python3.10  python3.10            [.] 0x0000000000294f9e
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0984
     0.00%  python3.10  python3.10            [.] 0x00000000001228ac
     0.00%  python3.10  python3.10            [.] 0x000000000018d4a5
     0.00%  python3.10  python3.10            [.] 0x0000000000179bf7
     0.00%  python3.10  python3.10            [.] 0x000000000018d75d
     0.00%  python3.10  python3.10            [.] 0x0000000000295078
     0.00%  python3.10  [kernel.kallsyms]     [k] up_read
     0.00%  python3.10  python3.10            [.] 0x000000000017a899
